Company,Sector,Industry,Continent,Country,Market Value,Sales,Profits,Assets,Rank,Forbes Webpage
Corporation Bank,Financials,Regional Banks,Asia,India,0.8,3.1,0.3,35.6,1789,http://www.forbes.com/companies/corporation-bank/
Intouch Holdings,,,Asia,Thailand,7.6,0.3,0.5,1.5,1790,http://www.forbes.com/companies/intouch-holdings/
Arkema,Materials,Diversified Chemicals,Europe,France,7.2,8.1,0.2,7.5,1791,http://www.forbes.com/companies/arkema/
Keiyo Bank,Financials,Regional Banks,Asia,Japan,1.2,0.7,0.2,39.8,1791,http://www.forbes.com/companies/keiyo-bank/
Outokumpu,Materials,Iron & Steel,Europe,Finland,2.7,9,-1.3,12.2,1793,http://www.forbes.com/companies/outokumpu/
Polaris Industries,Consumer Discretionary,Recreational Products,North America,United States,9.4,3.8,0.4,1.7,1793,http://www.forbes.com/companies/polaris-industries/
Citrix Systems,Information Technology,Software & Programming,North America,United States,10.7,2.9,0.3,5.2,1793,http://www.forbes.com/companies/citrix-systems/
Aurubis,Materials,Diversified Metals & Mining,Europe,Germany,2.4,15.6,-0.3,5.6,1796,http://www.forbes.com/companies/aurubis/
Tasnee,Industrials,Conglomerates,Asia,Saudi Arabia,6,4.9,0.3,12.6,1797,http://www.forbes.com/companies/tasnee/
China Aviation Oil,Industrials,Trading Companies,Asia,Singapore,0.6,15.6,0.1,1.6,1797,http://www.forbes.com/companies/china-aviation-oil/
Musashino Bank,Financials,Regional Banks,Asia,Japan,1.1,0.7,0.1,38.8,1799,http://www.forbes.com/companies/musashino-bank/
Ruentex Development,,,Asia,Taiwan,2.2,0.5,1,2.7,1799,http://www.forbes.com/companies/ruentex-development/
RMB Holdings,Financials,Investment Services,Africa,South Africa,6.4,0,0.6,3,1801,http://www.forbes.com/companies/rmb-holdings/
Hokkaido Electric Power,Utilities,Electric Utilities,Asia,Japan,1.6,6.2,-0.8,16.8,1802,http://www.forbes.com/companies/hokkaido-electric-power/
Signature Bank,Financials,Regional Banks,North America,United States,6.1,0.8,0.2,22.4,1803,http://www.forbes.com/companies/signature-bank/
NASDAQ OMX Group,Financials,Investment Services,North America,United States,6.1,3.2,0.4,12.6,1804,http://www.forbes.com/companies/nasdaq-omx-group/
Bank of Queensland,Financials,Regional Banks,Australia,Australia,3.8,2.5,0.2,37.9,1805,http://www.forbes.com/companies/bank-of-queensland/
Interactive Brokers Group,Financials,Investment Services,North America,United States,1.2,1.1,0,37.9,1806,http://www.forbes.com/companies/interactive-brokers-group/
Yunnan Baiyao Group,Health Care,Pharmaceuticals,Asia,China,9.2,2.6,0.4,2.1,1807,http://www.forbes.com/companies/yunnan-baiyao-group/
Cablevision Systems Corporation,Consumer Discretionary,Broadcasting & Cable,North America,United States,4.4,6.2,0.5,6.9,1808,http://www.forbes.com/companies/cablevision/
Cheniere Energy,,,North America,United States,13.7,0.3,-0.5,9.7,1808,http://www.forbes.com/companies/cheniere-energy/
Allahabad Bank,Financials,Regional Banks,Asia,India,0.8,3.5,0.2,37.7,1810,http://www.forbes.com/companies/allahabad-bank/
Cabot Oil & Gas,Energy,Oil & Gas Operations,North America,United States,14.3,1.7,0.3,5,1811,http://www.forbes.com/companies/cabot-oil-gas/
NetDragon Websoft,Consumer Discretionary,Recreational Products,Asia,China,1,0.1,1,0.9,1811,http://www.forbes.com/companies/netdragon-websoft/
Doha Bank,Financials,Regional Banks,Asia,Qatar,4.4,0.7,0.4,18.4,1811,http://www.forbes.com/companies/doha-bank/
Kagoshima Bank,Financials,Regional Banks,Asia,Japan,1.4,0.8,0.1,37.6,1811,http://www.forbes.com/companies/kagoshima-bank/
Inchcape,Consumer Discretionary,Specialty Stores,Europe,United Kingdom,5.1,10.2,0.3,5.6,1811,http://www.forbes.com/companies/inchcape/
Grupo Argos,Materials,Construction Materials,South America,Colombia,8.4,4.1,0.2,14.3,1816,http://www.forbes.com/companies/grupo-argos/
Gemalto,Information Technology,Electronics,Europe,Netherlands,10.3,3.2,0.3,4,1816,http://www.forbes.com/companies/gemalto/
Credito Valtellinese,Financials,Regional Banks,Europe,Italy,1.1,1.1,0,37.5,1816,http://www.forbes.com/companies/credito-valtellinese/
"Workday, Inc.",,,North America,United States,17.5,0.5,-0.2,2.2,1819,http://www.forbes.com/companies/workday/
Erie Indemnity,Financials,Diversified Insurance,North America,United States,3.7,6.1,0.2,17,1820,http://www.forbes.com/companies/erie-indemnity/
Wing Hang Bank,Financials,Regional Banks,Asia,Hong Kong,4.9,0.9,0.3,27.6,1821,http://www.forbes.com/companies/wing-hang-bank/
Verisk Analytics,Consumer Discretionary,Business & Personal Services,North America,United States,10,1.7,0.3,2.5,1822,http://www.forbes.com/companies/verisk-analytics/
Inventec,Information Technology,Computer Hardware,Asia,Taiwan,3.5,14.9,0.2,6.9,1822,http://www.forbes.com/companies/inventec/
Saras,Energy,Oil & Gas Operations,Europe,Italy,1.6,14.8,-0.4,5.3,1824,http://www.forbes.com/companies/saras/
Sealed Air,Materials,Containers & Packaging,North America,United States,6.5,7.8,0.1,9.1,1825,http://www.forbes.com/companies/sealed-air/
Japan Exchange Group,Financials,Investment Services,Asia,Japan,6.6,1.2,0.3,15.6,1826,http://www.forbes.com/companies/japan-exchange-group/
B/E Aerospace,Industrials,Aerospace & Defense,North America,United States,9.3,3.5,0.4,5.7,1827,http://www.forbes.com/companies/b-e-aerospace/
Dean Foods,Consumer Staples,Food Processing,North America,United States,1.4,9.6,0.3,2.8,1827,http://www.forbes.com/companies/dean-foods/
Sonae SGPS,Consumer Staples,Food Retail,Europe,Portugal,3.9,6.8,0.4,7.5,1829,http://www.forbes.com/companies/sonae/
Penske Automotive,Consumer Discretionary,Specialty Stores,North America,United States,3.9,14.7,0.2,6.4,1829,http://www.forbes.com/companies/penske-automotive/
Empresa de Energia de Bogota,Utilities,Electric Utilities,South America,Colombia,7.4,1,0.5,8.4,1831,http://www.forbes.com/companies/empresa-de-energia-de-bogota/
WEG,Industrials,Electrical Equipment,South America,Brazil,8.7,3.2,0.4,4.3,1832,http://www.forbes.com/companies/weg/
Hyprop Investments,,,Africa,South Africa,1.8,0.2,1,2.5,1833,http://www.forbes.com/companies/hyprop-investments/
Antero Resources,,,North America,United States,17.1,0.8,0,6.6,1834,http://www.forbes.com/companies/antero-resources/
DGB Financial Group,Financials,Consumer Financial Services,Asia,South Korea,2,1.7,0.2,35.6,1835,http://www.forbes.com/companies/dgb-financial-group/
Guangdong Investment,Utilities,Diversified Utilities,Asia,Hong Kong,6.3,1,0.6,5.3,1835,http://www.forbes.com/companies/guangdong-investment/
Vertex Pharmaceuticals,Health Care,Biotechs,North America,United States,16.9,1.2,-0.4,2.3,1837,http://www.forbes.com/companies/vertex-pharmaceuticals/
Parmalat,Consumer Staples,Food Processing,Europe,Italy,6.3,7.1,0.3,6.1,1838,http://www.forbes.com/companies/parmalat/
Inner Mongolia Baotou Steel,Materials,Iron & Steel,Asia,China,5.2,6.1,0,14.9,1838,http://www.forbes.com/companies/inner-mongolia-baotou-steel/
Pou Chen,Consumer Discretionary,Apparel/Accessories,Asia,Taiwan,4.1,9.3,0.3,8.3,1840,http://www.forbes.com/companies/pou-chen/
Pandora,Consumer Staples,Household/Personal Care,Europe,Denmark,8.5,1.6,0.4,1.7,1840,http://www.forbes.com/companies/pandora/
Banque Centrale Populaire,Financials,Regional Banks,Africa,Morocco,4.1,2.2,0.2,35.6,1842,http://www.forbes.com/companies/banque-centrale-populaire/
Meritz Financial Group,,,Asia,South Korea,0.9,5.3,0.1,20,1843,http://www.forbes.com/companies/meritz-financial-group/
Peabody Energy,Materials,Diversified Metals & Mining,North America,United States,4.4,6.9,-0.5,14.1,1844,http://www.forbes.com/companies/peabody-energy/
President Chain Store,Consumer Staples,Food Retail,Asia,Taiwan,7.3,6.9,0.3,2.8,1844,http://www.forbes.com/companies/president-chain-store/
LKQ,Consumer Discretionary,Auto & Truck Parts,North America,United States,8.2,5.1,0.3,4.5,1846,http://www.forbes.com/companies/lkq/
GS Engineering,Industrials,Construction Services,Asia,South Korea,1.7,8.7,-0.8,11.8,1846,http://www.forbes.com/companies/gs-engineering/
Lawson,Consumer Staples,Food Retail,Asia,Japan,6.9,5.1,0.4,6,1846,http://www.forbes.com/companies/lawson/
Shimano,Consumer Discretionary,Recreational Products,Asia,Japan,9.3,2.8,0.4,3,1849,http://www.forbes.com/companies/shimano/
Japan Securities,Financials,Investment Services,Asia,Japan,0.6,0.2,0.1,35.1,1850,http://www.forbes.com/companies/japan-securities/
Eutelsat Communications,Consumer Discretionary,Broadcasting & Cable,Europe,France,7.3,1.7,0.4,8.8,1851,http://www.forbes.com/companies/eutelsat-communications/
IKB Deutsche,Financials,Regional Banks,Europe,Germany,1.1,3.3,-0.2,34.9,1852,http://www.forbes.com/companies/ikb-deutsche/
Whiting Petroleum,Energy,Oil & Gas Operations,North America,United States,8.5,2.7,0.4,8.8,1853,http://www.forbes.com/companies/whiting-petroleum/
Denbury Resources,Energy,Oil & Gas Operations,North America,United States,5.9,2.5,0.4,11.8,1854,http://www.forbes.com/companies/denbury-resources/
Catlin Group,Financials,Property & Casualty Insurance,North America,Bermuda,3.2,4.1,0.4,14.2,1854,http://www.forbes.com/companies/catlin-group/
Vietin Bank,Financials,Regional Banks,Asia,Vietnam,2.9,2.3,0.3,27.3,1854,http://www.forbes.com/companies/vietin-bank/
Concho Resources,Energy,Oil & Gas Operations,North America,United States,13.1,2.3,0.2,9.6,1857,http://www.forbes.com/companies/concho-resources/
Signet Jewelers,Consumer Discretionary,Specialty Stores,North America,Bermuda,8.6,4.2,0.4,4,1858,http://www.forbes.com/companies/signet-jewelers/
King Digital Entertainment,,,Europe,Ireland,6.2,1.9,0.6,0.9,1858,http://www.forbes.com/companies/king-digital-entertainment/
UCO Bank,Financials,Regional Banks,Asia,India,1.2,3.2,0.1,33.9,1860,http://www.forbes.com/companies/uco-bank/
Gungho Online Entertainment,,,Asia,Japan,6.3,1.7,0.6,1.2,1861,http://www.forbes.com/companies/gungho-online-entertainment/
OGE Energy,Utilities,Electric Utilities,North America,United States,7.3,2.9,0.4,9.5,1862,http://www.forbes.com/companies/oge-energy/
TPK Holding,Information Technology,Electronics,Asia,Taiwan,1.9,5.9,0.5,4.9,1862,http://www.forbes.com/companies/tpk-holding/
People's United Financial,Financials,Thrifts & Mortgage Finance,North America,United States,4.6,1.3,0.2,33.5,1864,http://www.forbes.com/companies/peoples-united-financial/
Tsingtao Brewery,Consumer Staples,Beverages,Asia,China,9.8,4.2,0.3,4.5,1865,http://www.forbes.com/companies/tsingtao-brewery/
WPG Holdings,Information Technology,Electronics,Asia,Taiwan,2,13.7,0.2,4.5,1865,http://www.forbes.com/companies/wpg-holdings/
Yuexiu Property Co.,Financials,Real Estate,Asia,Hong Kong,1.9,2.3,0.5,12.9,1867,http://www.forbes.com/companies/yuexiu-property/
Shiseido,Consumer Staples,Household/Personal Care,Asia,Japan,6.9,7.5,0,7,1868,http://www.forbes.com/companies/shiseido/
First Pacific,Financials,Investment Services,Asia,Hong Kong,4.4,6.2,0.2,15.6,1869,http://www.forbes.com/companies/first-pacific/
Microchip Technology,Information Technology,Semiconductors,North America,United States,9.5,1.9,0.3,4,1869,http://www.forbes.com/companies/microchip-technology/
CareFusion,Health Care,Medical Equipment & Supplies,North America,United States,8.4,3.6,0.4,8.6,1871,http://www.forbes.com/companies/carefusion/
Hokkoku Bank,Financials,Regional Banks,Asia,Japan,1.1,0.6,0.1,32.8,1871,http://www.forbes.com/companies/hokkoku-bank/
Pang Da Automobile Trade,Consumer Discretionary,Specialty Stores,Asia,China,2.2,9.8,-0.1,10.2,1873,http://www.forbes.com/companies/pang-da-automobile-trade/
CC Media Holdings,Consumer Discretionary,Broadcasting & Cable,North America,United States,0.6,6.2,-0.6,15.1,1874,http://www.forbes.com/companies/cc-media-holdings/
Oriental Bank of Commerce,Financials,Regional Banks,Asia,India,1.1,3.5,0.2,32.2,1875,http://www.forbes.com/companies/oriental-bank-of-commerce/
Integrys Energy Group,Utilities,Electric Utilities,North America,United States,4.8,5.5,0.4,11.2,1876,http://www.forbes.com/companies/integrys-energy/
Bank of Nagoya,Financials,Regional Banks,Asia,Japan,0.8,0.6,0.1,32.1,1876,http://www.forbes.com/companies/bank-of-nagoya/
Taiheiyo Cement,Materials,Construction Materials,Asia,Japan,4.5,8.4,0.3,9.9,1878,http://www.forbes.com/companies/taiheiyo-cement/
ICAP,Financials,Investment Services,Europe,United Kingdom,4.2,2.3,0,32,1878,http://www.forbes.com/companies/icap/
Financial Street Holdings,Financials,Real Estate,Asia,China,2.5,3.2,0.5,12.6,1880,http://www.forbes.com/companies/financial-street-holdings/
Luzerner Kantonalbank,Financials,Regional Banks,Europe,Switzerland,3.5,0.7,0.2,32,1880,http://www.forbes.com/companies/luzerner-kantonalbank/
Air Canada,Industrials,Airline,North America,Canada,1.4,12,0,8.9,1882,http://www.forbes.com/companies/air-canada/
Babcock International Group,Consumer Discretionary,Business & Personal Services,Europe,United Kingdom,8.4,4.9,0.3,5,1882,http://www.forbes.com/companies/babcock-international-group/
Fraport,Industrials,Other Transportation,Europe,Germany,6.9,3.4,0.3,13.1,1884,http://www.forbes.com/companies/fraport/
DVB Bank,Financials,Regional Banks,Europe,Germany,1.6,1,0.1,31.9,1884,http://www.forbes.com/companies/dvb-bank/
Volksbank,Financials,Regional Banks,Europe,Austria,0.3,1.3,-0.5,31.6,1886,http://www.forbes.com/companies/volksbank/
Yang Quan Coal Industry,Materials,Diversified Metals & Mining,Asia,China,2.3,13.1,0.2,5,1887,http://www.forbes.com/companies/yang-quan-coal-industry/
St Galler Kantonalbank,Financials,Regional Banks,Europe,Switzerland,2.3,0.7,0.1,31.3,1887,http://www.forbes.com/companies/st-galler-kantonalbank/
Yuanta Financial Holding,Financials,Investment Services,Asia,Taiwan,5,1.2,0.2,29.1,1889,http://www.forbes.com/companies/yuanta-financial-holding/
Metcash,Consumer Staples,Food Retail,Australia,Australia,2.1,13.1,0.2,4.2,1890,http://www.forbes.com/companies/metcash/
Bank of Iwate,Financials,Regional Banks,Asia,Japan,0.9,0.5,0.1,31.2,1890,http://www.forbes.com/companies/bank-of-iwate/
Orkla,Industrials,Conglomerates,Europe,Norway,8.7,5.6,0.1,8.6,1892,http://www.forbes.com/companies/orkla/
Tim Hortons,Consumer Discretionary,Restaurants,North America,Canada,7.7,3.2,0.4,2.3,1892,http://www.forbes.com/companies/tim-hortons/
Alliant Energy,Utilities,Electric Utilities,North America,United States,6.3,3.3,0.4,11.1,1894,http://www.forbes.com/companies/alliant-energy/
Dixons Retail,Information Technology,Computer & Electronics Retail,Europe,United Kingdom,3,13,-0.2,4.9,1895,http://www.forbes.com/companies/dixons-retail/
NSK,Industrials,Other Industrial Equipment,Asia,Japan,5.5,8.5,0.2,9.5,1896,http://www.forbes.com/companies/nsk/
Ackermans & van Haaren,Financials,Investment Services,Europe,Belgium,4.2,0.9,0.4,15,1897,http://www.forbes.com/companies/ackermans-van-haaren/
Bank Danamon Indonesia,Financials,Regional Banks,Asia,Indonesia,3.8,2.5,0.4,15.1,1898,http://www.forbes.com/companies/bank-danamon-indonesia/
InterContinental Hotels,Consumer Discretionary,Hotels & Motels,Europe,United Kingdom,8.3,1.9,0.4,3,1899,http://www.forbes.com/companies/intercontinental-hotels/
Ingredion,Consumer Staples,Food Processing,North America,United States,5,6.3,0.4,5.4,1900,http://www.forbes.com/companies/ingredion/
Tosoh,Materials,Diversified Chemicals,Asia,Japan,2.3,7.7,0.3,7.1,1901,http://www.forbes.com/companies/tosoh/
NHPC,Utilities,Electric Utilities,Asia,India,3.6,1.1,0.5,12,1901,http://www.forbes.com/companies/nhpc/
Symetra Financial,Financials,Life & Health Insurance,North America,United States,2.3,2.2,0.2,30.5,1901,http://www.forbes.com/companies/symetra-financial/
FIBI Holdings,Financials,Regional Banks,Asia,Israel,0.7,1.4,0.1,30.4,1904,http://www.forbes.com/companies/fibi-holdings/
SBI Holdings,Financials,Investment Services,Asia,Japan,2.6,2.3,0.2,30.4,1905,http://www.forbes.com/companies/sbi-holdings/
Laurentian Bank,Financials,Regional Banks,North America,Canada,1.2,1.4,0.1,30.2,1906,http://www.forbes.com/companies/laurentian-bank/
LS Corp,Industrials,Electrical Equipment,Asia,South Korea,2.3,10.5,0.1,9.5,1907,http://www.forbes.com/companies/ls-corp/
BEKB-BCBE,Financials,Regional Banks,Europe,Switzerland,2.2,0.7,0.1,30,1908,http://www.forbes.com/companies/bekb-bcbe/
City National,Financials,Regional Banks,North America,United States,4.4,1.2,0.2,29.8,1909,http://www.forbes.com/companies/city-national/
Hero Motocorp,Consumer Discretionary,Recreational Products,Asia,India,7.5,4.2,0.4,1.6,1910,http://www.forbes.com/companies/hero-motocorp/
CST Brands,Consumer Discretionary,Specialty Stores,North America,United States,2.4,12.8,0.1,2.3,1910,http://www.forbes.com/companies/cst-brands/
Aryzta,Consumer Staples,Food Processing,Europe,Switzerland,8.1,6,0.1,7.6,1912,http://www.forbes.com/companies/aryzta/
Edwards Lifesciences,Health Care,Medical Equipment & Supplies,North America,United States,7.8,2,0.4,2.7,1913,http://www.forbes.com/companies/edwards-lifesciences/
New Media Investment Group,,,North America,United States,0.5,0.5,0.8,0.7,1914,http://www.forbes.com/companies/new-media-investment-group/
Pall,,Precision Healthcare Equipment,North America,United States,10,2.7,0.3,3.5,1915,http://www.forbes.com/companies/pall/
Silver Wheaton,Materials,Diversified Metals & Mining,North America,Canada,8.2,0.7,0.4,4.4,1916,http://www.forbes.com/companies/silver-wheaton/
DSV,Industrials,Trucking,Europe,Denmark,5.6,8.1,0.3,4.3,1916,http://www.forbes.com/companies/dsv/
Amdocs,Information Technology,Software & Programming,North America,United States,7.4,3.4,0.4,4.9,1918,http://www.forbes.com/companies/amdocs/
EMS-Chemie Holding,Materials,Specialized Chemicals,Europe,Switzerland,8.8,2,0.4,1.8,1918,http://www.forbes.com/companies/ems-chemie-holding/
Securitas,Consumer Discretionary,Business & Personal Services,Europe,Sweden,4.3,10.1,0.3,5.8,1920,http://www.forbes.com/companies/securitas/
Hanjin Shipping,Industrials,Other Transportation,Asia,South Korea,0.8,9.4,-0.6,10,1920,http://www.forbes.com/companies/hanjin-shipping/
Newcrest Mining,Materials,Diversified Metals & Mining,Australia,Australia,6.9,3.8,-5.8,15.7,1922,http://www.forbes.com/companies/newcrest-mining/
Yamanashi Chuo Bank,Financials,Regional Banks,Asia,Japan,0.8,0.5,0.1,28.8,1923,http://www.forbes.com/companies/yamanashi-chuo-bank/
Kesko,Consumer Staples,Food Retail,Europe,Finland,4.4,12.4,0.2,6,1924,http://www.forbes.com/companies/kesko/
Andritz,Industrials,Other Industrial Equipment,Europe,Austria,6.5,7.6,0.1,7.7,1924,http://www.forbes.com/companies/andritz/
